wort,kategorie,genus,artikel,plural,englisch,basisform,praeteritum,partizip_ii,hinweis
StrandStraße,Substantiv,f,die,StrandStraßen,,,,,Zusammensetzung aus 'Strand' + 'Straße'
StrandBrücke,Substantiv,f,die,StrandBrücken,,,,,Zusammensetzung aus 'Strand' + 'Brücke'
StrandTunnel,Substantiv,m,der,StrandTunnel,,,,,Zusammensetzung aus 'Strand' + 'Tunnel'
StrandZentrum,Substantiv,n,das,StrandZentren,,,,,Zusammensetzung aus 'Strand' + 'Zentrum'
StrandHaus,Substantiv,n,das,StrandHäuser,,,,,Zusammensetzung aus 'Strand' + 'Haus'
StrandWerk,Substantiv,n,das,StrandWerke,,,,,Zusammensetzung aus 'Strand' + 'Werk'
StrandTicket,Substantiv,n,das,StrandTickets,,,,,Zusammensetzung aus 'Strand' + 'Ticket'
StrandStation,Substantiv,f,die,StrandStationen,,,,,Zusammensetzung aus 'Strand' + 'Station'
StrandLeitung,Substantiv,f,die,StrandLeitungen,,,,,Zusammensetzung aus 'Strand' + 'Leitung'
StrandLeiter,Substantiv,m,der,StrandLeiter,,,,,Zusammensetzung aus 'Strand' + 'Leiter'
StrandLeuchte,Substantiv,f,die,StrandLeuchten,,,,,Zusammensetzung aus 'Strand' + 'Leuchte'
StrandSchalter,Substantiv,m,der,StrandSchalter,,,,,Zusammensetzung aus 'Strand' + 'Schalter'
StrandSensor,Substantiv,m,der,StrandSensoren,,,,,Zusammensetzung aus 'Strand' + 'Sensor'
StrandAktuator,Substantiv,m,der,StrandAktuatoren,,,,,Zusammensetzung aus 'Strand' + 'Aktuator'
MeerTür,Substantiv,f,die,MeerTüren,,,,,Zusammensetzung aus 'Meer' + 'Tür'
MeerDach,Substantiv,n,das,MeerDächer,,,,,Zusammensetzung aus 'Meer' + 'Dach'
MeerWand,Substantiv,f,die,MeerWände,,,,,Zusammensetzung aus 'Meer' + 'Wand'
MeerFenster,Substantiv,n,das,MeerFenster,,,,,Zusammensetzung aus 'Meer' + 'Fenster'
MeerBoden,Substantiv,m,der,MeerBöden,,,,,Zusammensetzung aus 'Meer' + 'Boden'
MeerPlan,Substantiv,m,der,MeerPläne,,,,,Zusammensetzung aus 'Meer' + 'Plan'
MeerListe,Substantiv,f,die,MeerListen,,,,,Zusammensetzung aus 'Meer' + 'Liste'
MeerBuch,Substantiv,n,das,MeerBücher,,,,,Zusammensetzung aus 'Meer' + 'Buch'
MeerSeite,Substantiv,f,die,MeerSeiten,,,,,Zusammensetzung aus 'Meer' + 'Seite'
MeerNummer,Substantiv,f,die,MeerNummern,,,,,Zusammensetzung aus 'Meer' + 'Nummer'
MeerFehler,Substantiv,m,der,MeerFehler,,,,,Zusammensetzung aus 'Meer' + 'Fehler'
MeerServer,Substantiv,m,der,MeerServer,,,,,Zusammensetzung aus 'Meer' + 'Server'
MeerClient,Substantiv,m,der,MeerClients,,,,,Zusammensetzung aus 'Meer' + 'Client'
MeerVertrag,Substantiv,m,der,MeerVerträge,,,,,Zusammensetzung aus 'Meer' + 'Vertrag'
MeerGesetz,Substantiv,n,das,MeerGesetze,,,,,Zusammensetzung aus 'Meer' + 'Gesetz'
MeerPrüfung,Substantiv,f,die,MeerPrüfungen,,,,,Zusammensetzung aus 'Meer' + 'Prüfung'
MeerReise,Substantiv,f,die,MeerReisen,,,,,Zusammensetzung aus 'Meer' + 'Reise'
MeerHafen,Substantiv,m,der,MeerHäfen,,,,,Zusammensetzung aus 'Meer' + 'Hafen'
MeerBahnhof,Substantiv,m,der,MeerBahnhöfe,,,,,Zusammensetzung aus 'Meer' + 'Bahnhof'
MeerFlughafen,Substantiv,m,der,MeerFlughäfen,,,,,Zusammensetzung aus 'Meer' + 'Flughafen'
MeerKarte,Substantiv,f,die,MeerKarten,,,,,Zusammensetzung aus 'Meer' + 'Karte'
MeerPreis,Substantiv,m,der,MeerPreise,,,,,Zusammensetzung aus 'Meer' + 'Preis'
MeerPark,Substantiv,m,der,MeerParks,,,,,Zusammensetzung aus 'Meer' + 'Park'
MeerPlatz,Substantiv,m,der,MeerPlätze,,,,,Zusammensetzung aus 'Meer' + 'Platz'
MeerStraße,Substantiv,f,die,MeerStraßen,,,,,Zusammensetzung aus 'Meer' + 'Straße'
MeerBrücke,Substantiv,f,die,MeerBrücken,,,,,Zusammensetzung aus 'Meer' + 'Brücke'
MeerTunnel,Substantiv,m,der,MeerTunnel,,,,,Zusammensetzung aus 'Meer' + 'Tunnel'
MeerZentrum,Substantiv,n,das,MeerZentren,,,,,Zusammensetzung aus 'Meer' + 'Zentrum'
MeerHaus,Substantiv,n,das,MeerHäuser,,,,,Zusammensetzung aus 'Meer' + 'Haus'
MeerWerk,Substantiv,n,das,MeerWerke,,,,,Zusammensetzung aus 'Meer' + 'Werk'
MeerTicket,Substantiv,n,das,MeerTickets,,,,,Zusammensetzung aus 'Meer' + 'Ticket'
MeerStation,Substantiv,f,die,MeerStationen,,,,,Zusammensetzung aus 'Meer' + 'Station'
MeerLeitung,Substantiv,f,die,MeerLeitungen,,,,,Zusammensetzung aus 'Meer' + 'Leitung'
MeerLeiter,Substantiv,m,der,MeerLeiter,,,,,Zusammensetzung aus 'Meer' + 'Leiter'
MeerLeuchte,Substantiv,f,die,MeerLeuchten,,,,,Zusammensetzung aus 'Meer' + 'Leuchte'
MeerSchalter,Substantiv,m,der,MeerSchalter,,,,,Zusammensetzung aus 'Meer' + 'Schalter'
MeerSensor,Substantiv,m,der,MeerSensoren,,,,,Zusammensetzung aus 'Meer' + 'Sensor'
MeerAktuator,Substantiv,m,der,MeerAktuatoren,,,,,Zusammensetzung aus 'Meer' + 'Aktuator'
WetterTür,Substantiv,f,die,WetterTüren,,,,,Zusammensetzung aus 'Wetter' + 'Tür'
WetterDach,Substantiv,n,das,WetterDächer,,,,,Zusammensetzung aus 'Wetter' + 'Dach'
WetterWand,Substantiv,f,die,WetterWände,,,,,Zusammensetzung aus 'Wetter' + 'Wand'
WetterFenster,Substantiv,n,das,WetterFenster,,,,,Zusammensetzung aus 'Wetter' + 'Fenster'
sein,Verb,,,,,sein,seite,geseit,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
haben,Verb,,,,,haben,habte,gehabt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
werden,Verb,,,,,werden,werdte,gewerdt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
können,Verb,,,,,können,könnte,gekönnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
müssen,Verb,,,,,müssen,müsste,gemüsst,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sollen,Verb,,,,,sollen,sollte,gesollt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
wollen,Verb,,,,,wollen,wollte,gewollt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
dürfen,Verb,,,,,dürfen,dürfte,gedürft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
mögen,Verb,,,,,mögen,mögte,gemögt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
machen,Verb,,,,,machen,machte,gemacht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
tun,Verb,,,,,tun,tute,getut,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
gehen,Verb,,,,,gehen,gehte,gegeht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kommen,Verb,,,,,kommen,kommte,gekommt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
fahren,Verb,,,,,fahren,fahrte,gefahrt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
fliegen,Verb,,,,,fliegen,fliegte,gefliegt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
laufen,Verb,,,,,laufen,laufte,gelauft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schwimmen,Verb,,,,,schwimmen,schwimmte,geschwimmt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schlafen,Verb,,,,,schlafen,schlafte,geschlaft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
essen,Verb,,,,,essen,esste,geesst,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
trinken,Verb,,,,,trinken,trinkte,getrinkt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sprechen,Verb,,,,,sprechen,sprechte,gesprecht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
reden,Verb,,,,,reden,redte,geredt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sagen,Verb,,,,,sagen,sagte,gesagt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
fragen,Verb,,,,,fragen,fragte,gefragt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
antworten,Verb,,,,,antworten,antwortte,geantwortt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
hören,Verb,,,,,hören,hörte,gehört,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sehen,Verb,,,,,sehen,sehte,geseht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schauen,Verb,,,,,schauen,schaute,geschaut,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
lesen,Verb,,,,,lesen,leste,gelest,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schreiben,Verb,,,,,schreiben,schreibte,geschreibt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
lernen,Verb,,,,,lernen,lernte,gelernt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
studieren,Verb,,,,,studieren,studierte,studiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
arbeiten,Verb,,,,,arbeiten,arbeitte,gearbeitt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
spielen,Verb,,,,,spielen,spielte,gespielt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kaufen,Verb,,,,,kaufen,kaufte,gekauft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verkaufen,Verb,,,,,verkaufen,verkaufte,geverkauft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
öffnen,Verb,,,,,öffnen,öffnte,geöffnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schließen,Verb,,,,,schließen,schließte,geschließt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
beginnen,Verb,,,,,beginnen,beginnte,gebeginnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
enden,Verb,,,,,enden,endte,geendt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
starten,Verb,,,,,starten,startte,gestartt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
stoppen,Verb,,,,,stoppen,stoppte,gestoppt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sitzen,Verb,,,,,sitzen,sitzte,gesitzt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
stehen,Verb,,,,,stehen,stehte,gesteht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
liegen,Verb,,,,,liegen,liegte,geliegt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bleiben,Verb,,,,,bleiben,bleibte,gebleibt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bringen,Verb,,,,,bringen,bringte,gebringt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
nehmen,Verb,,,,,nehmen,nehmte,genehmt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
geben,Verb,,,,,geben,gebte,gegebt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bekommen,Verb,,,,,bekommen,bekommte,gebekommt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
finden,Verb,,,,,finden,findte,gefindt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
suchen,Verb,,,,,suchen,suchte,gesucht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
treffen,Verb,,,,,treffen,treffte,getrefft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
helfen,Verb,,,,,helfen,helfte,gehelft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
denken,Verb,,,,,denken,denkte,gedenkt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
glauben,Verb,,,,,glauben,glaubte,geglaubt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
wissen,Verb,,,,,wissen,wisste,gewisst,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kennen,Verb,,,,,kennen,kennte,gekennt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verstehen,Verb,,,,,verstehen,verstehte,geversteht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
erklären,Verb,,,,,erklären,erklärte,geerklärt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
zeigen,Verb,,,,,zeigen,zeigte,gezeigt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
benutzen,Verb,,,,,benutzen,benutzte,gebenutzt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
brauchen,Verb,,,,,brauchen,brauchte,gebraucht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
fühlen,Verb,,,,,fühlen,fühlte,gefühlt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
leben,Verb,,,,,leben,lebte,gelebt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
wohnen,Verb,,,,,wohnen,wohnte,gewohnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
reisen,Verb,,,,,reisen,reiste,gereist,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
besuchen,Verb,,,,,besuchen,besuchte,gebesucht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bauen,Verb,,,,,bauen,baute,gebaut,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kochen,Verb,,,,,kochen,kochte,gekocht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
backen,Verb,,,,,backen,backte,gebackt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
springen,Verb,,,,,springen,springte,gespringt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
tanzen,Verb,,,,,tanzen,tanzte,getanzt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
singen,Verb,,,,,singen,singte,gesingt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
malen,Verb,,,,,malen,malte,gemalt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
zeichnen,Verb,,,,,zeichnen,zeichnte,gezeichnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
warten,Verb,,,,,warten,wartte,gewartt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
hoffen,Verb,,,,,hoffen,hoffte,gehofft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
lieben,Verb,,,,,lieben,liebte,geliebt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
hassen,Verb,,,,,hassen,hasste,gehasst,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
lachen,Verb,,,,,lachen,lachte,gelacht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
weinen,Verb,,,,,weinen,weinte,geweint,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
gewinnen,Verb,,,,,gewinnen,gewinnte,gegewinnt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verlieren,Verb,,,,,verlieren,verlierte,verliert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bezahlen,Verb,,,,,bezahlen,bezahlte,gebezahlt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
sparen,Verb,,,,,sparen,sparte,gespart,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
zahlen,Verb,,,,,zahlen,zahlte,gezahlt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schicken,Verb,,,,,schicken,schickte,geschickt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
holen,Verb,,,,,holen,holte,geholt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
tragen,Verb,,,,,tragen,tragte,getragt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
ziehen,Verb,,,,,ziehen,ziehte,gezieht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
drücken,Verb,,,,,drücken,drückte,gedrückt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schneiden,Verb,,,,,schneiden,schneidte,geschneidt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
reinigen,Verb,,,,,reinigen,reinigte,gereinigt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
putzen,Verb,,,,,putzen,putzte,geputzt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
waschen,Verb,,,,,waschen,waschte,gewascht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
wiederholen,Verb,,,,,wiederholen,wiederholte,gewiederholt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
vorbereiten,Verb,,,,,vorbereiten,vorbereitte,gevorbereitt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
entscheiden,Verb,,,,,entscheiden,entscheidte,geentscheidt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
vergleichen,Verb,,,,,vergleichen,vergleichte,gevergleicht,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
entwickeln,Verb,,,,,entwickeln,entwickelte,entwickelt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
programmieren,Verb,,,,,programmieren,programmierte,programmiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
debuggen,Verb,,,,,debuggen,debuggte,gedebuggt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
drucken,Verb,,,,,drucken,druckte,gedruckt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
speichern,Verb,,,,,speichern,speicherte,speichert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
laden,Verb,,,,,laden,ladte,geladt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
installieren,Verb,,,,,installieren,installierte,installiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
aktualisieren,Verb,,,,,aktualisieren,aktualisierte,aktualisiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
konfigurieren,Verb,,,,,konfigurieren,konfigurierte,konfiguriert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
kompilieren,Verb,,,,,kompilieren,kompilierte,kompiliert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
testen,Verb,,,,,testen,testte,getestt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
deployen,Verb,,,,,deployen,deployte,gedeployt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
loggen,Verb,,,,,loggen,loggte,geloggt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
analysieren,Verb,,,,,analysieren,analysierte,analysiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
optimieren,Verb,,,,,optimieren,optimierte,optimiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
verschlüsseln,Verb,,,,,verschlüsseln,verschlüsselte,verschlüsselt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
entschlüsseln,Verb,,,,,entschlüsseln,entschlüsselte,entschlüsselt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
telefonieren,Verb,,,,,telefonieren,telefonierte,telefoniert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
mailen,Verb,,,,,mailen,mailte,gemailt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
fotografieren,Verb,,,,,fotografieren,fotografierte,fotografiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
filmen,Verb,,,,,filmen,filmte,gefilmt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
surfen,Verb,,,,,surfen,surfte,gesurft,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
wandern,Verb,,,,,wandern,wanderte,wandert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
klettern,Verb,,,,,klettern,kletterte,klettert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
reiten,Verb,,,,,reiten,reitte,gereitt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
joggen,Verb,,,,,joggen,joggte,gejoggt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
angeln,Verb,,,,,angeln,angelte,angelt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
grillen,Verb,,,,,grillen,grillte,gegrillt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
braten,Verb,,,,,braten,bratte,gebratt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
schälen,Verb,,,,,schälen,schälte,geschält,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
würzen,Verb,,,,,würzen,würzte,gewürzt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
mischen,Verb,,,,,mischen,mischte,gemischt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
gießen,Verb,,,,,gießen,gießte,gegießt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
rühren,Verb,,,,,rühren,rührte,gerührt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
probieren,Verb,,,,,probieren,probierte,probiert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
servieren,Verb,,,,,servieren,servierte,serviert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
bestellen,Verb,,,,,bestellen,bestellte,gebestellt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
liefern,Verb,,,,,liefern,lieferte,liefert,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
packen,Verb,,,,,packen,packte,gepackt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
auspacken,Verb,,,,,auspacken,auspackte,geauspackt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
abschicken,Verb,,,,,abschicken,abschickte,geabschickt,Formen automatisch (vereinfacht) generiert; unregelmäßige Verben evtl. falsch/leer.
